BIN;Bank
941300;"РНКО ""Деньги.Мэйл.ру"" (ООО)"
940004;Turkiye Is Bankasi A.S.
940005;ОАО Банк ВТБ (Азербайджан)
940006;T.C. Ziraat Bankasi A.S.
22041901;"НКО ""Русское финансовое общество"" (ООО)"
940013;PAYXPERT
940007;ДБ АО Сбербанк (Казахстан)
220418;"ООО НКО ""Мобильная карта"""
941800;"ООО НКО ""Мобильная карта"""
940012;Connectum LTD
940017;"АО ""Народный Банк Казахстана"""
940009;RCB BANK LTD
940011;Harbin bank
22041501;"БАНК ""СКС"" (ООО)"
22041502;"БАНК ""СКС"" (ООО)"
940015;UNLIMINT
940016;2C2P
940018;Network International L.L.C
940020;VAKIFBANK
940021;BC Card
220431; АО «Яндекс Банк»
220070; АО «Тинькофф-Банк» 
220073; АО «КИВИ Банк»
220024; ПАО «Банк ВТБ» 
220220; ПАО «Сбербанк» 
522860; ПАО «Сбербанк» 
553691; АО «Тинькофф-Банк» 
220001; АО «Газпромбанк» 
220019; ПАО «Банк Уралсиб» 
220020; ПАО «Промсвязьбанк» 
546998; ПАО «Сбербанк» 
548406; ПАО «Сбербанк» 
546916; ПАО «Сбербанк» 
220027; ПАО «Совкомбанк» 
220030; АО «Райффайзенбанк» 
220384; ООО «ФФИН Банк» 
220341; КБ «Ренессанс Кредит» (ООО) 
220045; ПАО КБ «Уральский Банк Реконструкции и развития» (УБРиР)
220432; ООО «ОЗОН Банк» 
220032; ПАО «Санкт-Петербургский Индустриальный Акционерный Банк» (Банк СИАБ) 
220424; ООО «ОЗОН Банк» (ЕКОМ Банк) 
220007; АО «Генбанк» 
427602; ПАО «Сбербанк» 
220039; ПАО «Росбанк» 
220029; ПАО Банк «ФК Открытие» 
435303; АО «Россельхозбанк» 
220028; ПАО «МТС Банк» 
220049; АО «Ингосстрах Банк» (ранее  АО «Банк Союз») 
220040; ПАО «Банк ВТБ» 
220023; ПАО АКБ «Авангард» 
220419; НКО «Русское финансовое общество» (ООО) 
220418; ООО НКО «Мобильная Карта» 
427640; ПАО «Сбербанк» 
546940; ПАО «Сбербанк» 
548655; АО «Альфа-Банк» 
559900; ООО НКО «ЮМани» (ранее  Яндекс.Деньги) 
220015; АО «Альфа-Банк» 
220381; АО «Эконом Банк» 
479004; АО «Альфа-Банк» 
489347; ПАО «Банк ВТБ» 
220053; ПАО «АК Барс Банк» 
220277; ИНГ БАНК (ЕВРАЗИЯ) АО 
220009; ПАО «Челиндбанк» 
220196; АО «ОТП Банк» 
426101; АО «Альфа-Банк» 
400680; ПАО «Сбербанк» 
415042; ПАО «Банк ВТБ» 
530827; АО «Альфа-Банк» 
521330; АО «ОТП Банк» 
220077; АО «Почта Банк» 
220002; «Российский национальный коммерческий банк» (РНКБ Банк (ПАО)) 
553609; ПАО «Совкомбанк» 
528041; АО «Тинькофф-Банк» 
220054; АО «Дальневосточный Банк» 
424917; АО «Тинькофф-Банк» 
220059; ПАО «Транскапиталбанк» 
539877; АО «Россельхозбанк» 
555949; АО «Альфа-Банк» 
430180; ПАО КБ «Уральский Банк Реконструкции и развития» (УБРиР) 
546912; ПАО «Сбербанк» 
427612; ПАО «Сбербанк» 
220042; АО «Банк ДОМ.РФ» 
220038; АО «Россельхозбанк» 
220053; ПАО «АК Барс Банк» 
469395; АО «КИВИ Банк» 
524655; ПАО «Московский Кредитный Банк» 
546955; ПАО «Сбербанк» 
427427; ПАО «Сбербанк» 
220026; ПАО «Московский Кредитный Банк» 
521324; АО «Тинькофф-Банк» 
627119; АО «Альфа-Банк» (в системе UnionPay (CUP)) 
546927; ПАО «Сбербанк» 
220078; АО АИКБ «Енисейский объединенный банк» 
220017; ПАО КБ «Центр-Инвест» 
639002; ПАО «Сбербанк» 
521178; АО «Альфа-Банк» 
479087; АО «Альфа-Банк» 
427668; ПАО «Сбербанк» 
458443; АО «Альфа-Банк» 
220384; ООО «ФФИН Банк» 
220050; ООО «Хоум Кредит энд Финанс Банк» (ХКФ Банк) 
220445; АО «Банк Инноваций и Развития» 
546967; ПАО «Сбербанк» 
427636; ПАО «Сбербанк» 
518901; АО «Тинькофф-Банк» 
437772; АО «Тинькофф-Банк» 
546918; ПАО «Сбербанк» 
220042; АО «Банк ДОМ.РФ» 
220362; АО «БКС Банк» 
627119; АО «Альфа-Банк» 
520935; ПАО «АК Барс» Банк 
220003; АО «Промсвязьбанк» 
548430; ПАО «Сбербанк» 
676454; АО «Газпромбанк» 
546952; ПАО «Сбербанк» 
405870; ПАО Банк «ФК Открытие» 
427630; ПАО «Сбербанк 
427675; ПАО «Сбербанк 
427662; ПАО «Сбербанк» 
437773; АО «Тинькофф-Банк» 
400079; ПАО «АК Барс» Банк 
220224; ПАО «Банк ВТБ» 
220098;" АКБ ""ФОРА-БАНК"" (АО) "
220004; АО «Банк Русский Стандарт» 
546901; ПАО «Сбербанк» 
546970; ПАО «Сбербанк» 
427626; ПАО «Сбербанк» 
427616; ПАО «Сбербанк» 
427618; ПАО «Сбербанк» 
427650; ПАО «Сбербанк» 
427659; ПАО «Сбербанк» 
427667; ПАО «Сбербанк» 
427635; ПАО «Сбербанк» 
356299; АО «Газпромбанк» 
427607; ПАО «Сбербанк» 
537965; АО «Райффайзенбанк» 
535082; ПАО «Банк ВТБ» 
220412; ООО НКО «ЮМани» (ранее «Яндекс.Деньги») 
552175; АО «Альфа-Банк» 
546968; ПАО «Сбербанк» 
427432; ПАО «Сбербанк» 
427631; ПАО «Сбербанк» 
427672; ПАО «Сбербанк» 
536829; ПАО «Банк ВТБ» 
481776; ПАО «Сбербанк» 
404268; ПАО «МТС Банк» 
481776; ПАО «Сбербанк» 
220098; АКБ «Фора Банк» 
220439; АО «Свой Банк» (бывший  АКБ «Газнефтьбанк») 
427938; ПАО «Сбербанк» 
220104; АО КБ «ЮНИСТРИМ» 
220067; ПАО АКБ «Приморье» 
220095; КБ «Кубань Кредит» ООО 
220279; КБ «Долинск» (АО) 
220228; АО «НС Банк» 
424975; АО «Газпромбанк» 
220048; АО «Банк Синара» 
220034; АО «Кредит Европа Банк (Россия)» 
220322; ООО КБ «РостФинанс» 
220195; АО «Банк Акцепт» 
220060; «Азиатско-Тихоокеанский Банк» (АО) 
229018; АО «СЕВЕРГАЗБАНК» (АО «Банк СГБ») 
220160; КБ «ЛОКО-Банк» (АО) 
220249; АО КБ «Солидарность» 
220354; АО КБ «Пойдём!» 
220033; ПАО «Банк «Санкт-Петербург» 
220134; ББР Банк (АО) 
548427; ПАО «Сбербанк» 
546948; ПАО «Сбербанк» 
220100; РНКО «Платежный Центр» (ООО) (Банк России) 
220197; АКБ «Абсолют Банк» (ПАО) 
220010; Акционерное общество «Всероссийский банк развития регионов» (Банк «ВБРР» (АО)) 
220052; Банк ИПБ (АО) («ИНТЕРПРОГРЕССБАНК» (АО)) 
220125; КБ «ЭНЕРГОТРАНСБАНК» (АО) 
220021; ПАО Банк «Александровский» 
220447; Банк «РЕСО Кредит» (АО) 
220062; ПАО «Банк ЗЕНИТ» 
220011; Банк «Левобережный» (ПАО) 
220209; АО «РЕАЛИСТ БАНК» 
220066; ПАО СКБ Приморья «Примсоцбанк» 
533669; ПАО «Сбербанк» 
536672; ПАО «МТС Банк» 
220147; АО «Экспобанк» 
220374; ПАО «МЕТКОМБАНК» 
220380; ООО «ФФИН БАНК»
220415; Банк «СКС» ООО
220430;ЗАКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО БАНК ВТБ (АРМЕНИЯ)
